id,巴西葡萄牙语
101054,Aventura ao mapa da floresta
101055,Aventura ao mapa simples
101056,Vá visitar a casa de seus amigos
101057,Encontre o Rancho Trader para comprar vacas
101058,Vender laranja a qualquer comerciante
101059,Vender leite ao Ranch Trader
101060,Encontre o Farm Trader para comprar sementes de melancia
101061,Encontre o Home Cook para comprar um pouco de sal
101062,Jogue 5 minutos em sua casa
101063,Jogue 10 minutos em sua casa
101064,Usar doce de fada para treinar atributos de animais de estimação
101065,Usar doce de fada para treinar atributos de animais de estimação
101066,Plantando árvores frutíferas em fazenda
101067,Plantando cana na fazenda
101068,Plantando e colhendo melancia na fazenda
101069,Plantando e colhendo árvores frutíferas na fazenda
101070,Encontre o Ranch Trader para comprar porco
101071,Porco da raça no rancho
101072,Alimentando pequenos animais no rancho
101073,Ajude o Cozinheiro Doméstico a conseguir o frango voador no rancho
101074,Ir para o fogão para fazer bife assado
101075,Ir para a mesa de trabalho para fazer vidro usando areia
101076,"Entrar no modo de edição em casa, colocar móveis"
101077,Aventura para o mapa da colina
101078,Vá visitar a casa de seus amigos
101079,Encontre o Farm Trader para comprar sementes de melancia
101080,"Ranch Trader, por favor, ajude-o a comprar sal"
101081,Jogar 15 minutos em casa
101082,Adquira 3.000 moedas domésticas através da venda de culturas
101083,Vendendo um bife ao Ranch Trader
101084,Adote um novo parceiro de estimação!
101085,Compre uma série de móveis na loja do lar
101086,Comprar um móvel na loja da casa
101087,Limpe um mapa das planícies em 8 horas!
101088,Limpar um mapa da floresta em 16 horas!
101089,Aumentar 50 pontos de atributo de qualquer animal de estimação
101090,"O comerciante agrícola quer beber café, ajudá-lo a fazer uma xícara no fogão"
101091,Produzir duas peças quaisquer de materiais de casa / construção
101092,Obter 10.000 moedas domésticas vendendo colheitas
101093,Vendido 10 laranjas para Darwin
101094,Tarefa diária
101095,"Dica: Refrescar tarefa diária @1 vezes por dia, atualmente concluída (#c0aaa1a @2 #n / @3) vezes, abandonaram (#c0aaa1a @4 #n / @5) vezes"
101096,Faixa
101097,Abandonar a tarefa
101098,"Você quer abandonar esta tarefa? Após o abandono, a tarefa desaparecerá."
101099,Continuar a tarefa
101100,Esta tarefa não pode ser abandonada
101101,Esta tarefa foi abandonada
101102,As tarefas diárias concluídas atingiram o limite superior
101103,O limite de abandono foi excedido
101104,Parabéns! As tarefas de hoje foram concluídas!
101201,@Null@
101202,Contagem regressiva da recompensa
101203,Recorde de loteria
101204,Fragmento de pool de recompensa atual
101205,Recompensa
101206,Selecione uma lista
101207,Nome da recompensa
101208,Tempo de recompensa
101250,@Null@
101251,Bônus de desfile
101252,Estação de ventilação
101253,Ação misteriosa
101300,@Null@
101301,Pacote de presente para os guardiões
101302,Assistido hoje
101303,Auxiliar o Guarda
101304,Ativar Guarda
101305,Colete recompensa
101306,Céu
101307,Atualmente incapaz de ajudar
101308,Ganhe recompensa
101309,Regras do Evento
101310,"1: O evento de proteção de crescimento durará 7 dias após o lançamento, e você pode receber um grande número de recompensas após 7 dias \n2: Todas as sextas, sábados e domingos, você pode ajudar na proteção \n3: Depois de ajudar com sucesso, você pode obter mais recompensas"
101311,Poder da Estrela:
101312,Parabéns por receber as seguintes recompensas
101313,"Comece o plano de guardião, você pode receber muitas recompensas após 7 dias"
101314,Protegendo o crescimento ?????????????????????????????????
101315,"Todas as sextas, sábados e domingos podem ajudar na guarda"
101316,O plano do guardião acabou
101317,"Ajude a proteger, obtenha mais recompensas"
101318,"Inicie a guarda de crescimento,\n você pode obter muitas recompensas depois que a proteção terminar"
101350,@Null@
101351,Tesouro Nacional Reintegrado
101400,@Null@
101401,Carnaval
101402,@Null@
101403,@Null@
101404,@Null@
101405,@Null@
101450,@Null@
110000,Festival de Criação
110001,Atualize para a versão mais recente
110002,Festival de Criação Nacional - Temporada de festas de verão
110003,Crie um saco de bênção
110004,Regras
110005,Mapas mais emocionantes
110006,Tarefa atual:
110007,Contagem regressiva de atualização de tarefas
110008,Contagem regressiva final da loteria
110009,"Desenhe a bolsa de bênção, obtenha um conjunto completo de #cffdd00 de pele permanente #n"
110010,Hoje não há loteria!
110011,A tarefa terminou
110012,Conde
110013,Duração do evento
110014,Como obter muito empate
110015,"Entrar no jogo durante o período do evento, completar a tarefa correspondente no horário especificado \n Completar 3 tarefas todos os dias, renovar diariamente às 00:00"
110016,Recompensa de eventos
110017,"As recompensas incluem uma gama completa de peles permanentes, mini moedas, cacos de montagem e cacos de caráter"
110018,Como apresentar
110019,Visite o site oficial do evento para participar e enviar
110020,Ir agora
110021,Conclua a tarefa para obter um bilhete de loteria
110022,Conclua a tarefa para obter um bilhete de loteria
110050,Reserva
110051,Nome da skin
110052,Clique para receber
110053,"Complete a verificação do nome real e preencha a data correta de nascimento! Receba presentes exclusivos de aniversário e comemore com os amigos. Participe e receba qualquer pele permanente de quatro estações!
Ouvi dizer que as recompensas de aniversário recebidas anualmente vão melhorar!
Participar juntos da festa de aniversário!"
110054,Aquário
110055,Peixes
110056,Áries
110057,Touro
110058,Então não
110059,Câncer
110060,Leo
110061,Virgem
110062,Libra
110063,Escorpião
110064,Sagitário
110065,Capricórnio
110066,Lua
110067,"Confirme a seleção #cf9d881@1 #n, como uma recompensa por sua participação?"
110068,Necessidade de completar a verificação do nome real para participar do evento
110069,"Por favor, selecione sua verdadeira data de nascimento!"
110070,Convite de bênção de aniversário
110071,"Parabéns! Participou com sucesso da festa de bênção do aniversário ~
Enviaremos bênçãos exclusivas em um momento especial! "
110072,"#cff8c00 @1 #n mês #cff8c00 @2 #n dia é um dia especial, o Mini World preparou um presente exclusivo para você! Espero que você possa passar uma festa de aniversário inesquecível e feliz no Mini World!
 Clique no botão abaixo para receber seu presente exclusivo #cff8c00 #n!"
110073,"Querido@1@2: Mini World deseja a você um feliz aniversário! Por favor aceite seu presente exclusivo#cff8c00 #n, Vamos compartilhar esta alegria com seus amigos!"
110074,Celebração de aniversário com amigos
110075,Pode ser dado aos amigos @1/@2
110076,Bolo de Presente
110077,Digite o Mini-Número Encontre amigos
110078,"O amigo recebeu uma bênção de bolo no mesmo dia, por favor, dê outro amigo!"
110079,O bolo de aniversário foi todo presenteado~ Seus amigos receberam os bolos!
110080,Receberam o presente de aniversário exclusivo do Mini World! Lembre-se de participar da festa de aniversário!
110081,Oferecido
110082,"Você já tem a pele, por favor, re-selecione outra pele"
110083,Festa de aniversário
110084,Guarda roupa
110085,Mini show
110086,Medalha Pessoal
110087,Mais medalhas
110088,Vá para o pacote de presente
110089,Vá para o bônus
110090,Vá para o gashapon
110091,Os adereços de desbloqueio podem ser obtidos no pacote de presentes do shope. (Consumir moderadamente para entretenimento)
110092,Os adereços de desbloqueio podem ser obtidos no sorteio de bônus. (Consumir moderadamente para entretenimento)
110093,Os adereços de desbloqueio podem ser obtidos no gashapon. (Consumir moderadamente para entretenimento)
110094,"Você participou com sucesso da festa de aniversário! Por favor, aguarde pacientemente pelo seu dia especial exclusivo~"
110095,Sentimento
110096,Desbloquear slot de exibição
110097,Adicionar imagem
110098,"Ainda não tem um skin, vai para loja comprar."
110099,Você confirma para excluir a imagem do slot de exibição atual?
110100,Apagar imagem
110101,"Você gastará #c01c210 mini feijão @1 #n para desbloquear #cff6d25 @2 #n slots de exibição, favor confirmar.
 #cff6d25 (Consumir moderadamente para entretenimento) #n."
110102,Conta Pública
110103,Verifique no dispositivo móvel
110104,"#cfa7a0f@1#n que já jogou com vocês, os convidou para irem à Mini Base para jogarem juntos!"
110105,"Mapa recentemente popular #cfa7a0f@1#n, vá para a Mini Base para experimentar primeiro!"
110106,Experimente primeiro
110107,"Enviei uma nova mensagem para você, vá para a Mini Base para verificar"
110108,"Eu iniciei um convite de jogo para vocês, vão para a Mini Base para jogarem juntos"
110109,Verificar
110110,"Jogando anteriormente com você na sala #cfa7a0f@1#n, dirijam-se à Mini Base para jogarem juntos!"
110111,A outra parte usa a Mini Base e se torna um amigo após a instalação
110112,O proprietário do grupo usa a Mini Base e entra no chat em grupo após a instalação
110113,"Compartilhe e ganhe Mini Feijões grátis, venha e junte-se a nós!"
110114,"Estou jogando o jogo super divertido ""Mini World"", venham e criem um novo mapa juntos!"
110115,Assista a anúncios de ressurreição gratuita e receba recompensas misteriosas
110116,Você não pode tocar piano sentado em um animal de estimação 
110117,Mutate
110118,Habilidade
110119,Avatar
110120,Moldura
110121,Efeitos especiais
110122,Pegada
110123,Ação
110124,Avião
110125,Fundo
110126,Uso experimental
110127,Compra por tempo limitado
110128,@1 Dias @2 Horas @3 Minutos
110129,Restante: #cfa7a0f@1#n Dias #cfa7a0f@2#n Horas #cfa7a0f@3#n Minutos
110130,Efeito
110131,Pele
110132,Ao redor
110133,Mapa
110134,Transformar
110135,Compra de pele
110136,Método de compra
110137,Tempo de uso
110138,Permanente
110139,30 dias
110140,7 dias
110141,Presente para um amigo
110142,Pedido de amizade
110160,Página de detalhes do tema reservada
110161,Nome do mapa
110162,Introdução do mapa atual personalizado
110163,Nome do mapa
110164,"O jogo sandbox super divertido está em ""Mini World"", venham e joguem juntos!"
110165,"Eu criei um mapa incrível, venham e joguem juntos!"
110166,"Abra o ""Mini World"" e crie seu próprio mapa!"
110167,"Encontrei um mapa divertido, venha experimentar!"
110168,"@1 tipos de mapas, quantidade baixada @2. Você deve gostar!"
110169,Lembre-se de visitar o Garden com frequência
110170,"O jogo sandbox super divertido está em ""Mini World"", venham e joguem juntos!"
110171,Compre 3 mudas de pêssego
110172,Compre 5 sementes de beterraba
110173,Compre 10 sementes de tomate
110174,Plante 2 mudas de pêssego
110175,Plante 5 sementes de beterraba
110176,Plante 10 sementes de tomate
110177,Venda 3 pêssegos
110178,Vender 80 sorgo
110179,Vender 10 leite
110180,Crie 2 vacas
110181,Levante 4 tontões
110182,Crie 12 galinhas
110183,Treine atributos para qualquer animal de estimação uma vez
110184,Treine atributos para qualquer animal de estimação 3 vezes
110185,Comece a explorar as planícies
110186,Comece a explorar a floresta
110187,Comece a explorar as colinas
110188,Fazendo pão de trigo no fogão
110189,Fazer um queijo no fogão
110190,Fazendo uma xícara de café no fogão
110191,Faça uma tábua de madeira de frutas na mesa de trabalho
110192,Faça 3 pequenas varas de madeira na mesa de trabalho
110193,Faça um tijolo de pedra bruta na mesa de trabalho
110194,Colher 4 pêssegos
110195,Colher 90 beterrabas
110196,Colher 200 sorgo
110197,Compre 3 sal
110198,Compre 4 vacas
110199,Compre 20 garrafas de água energética
110200,Alimente os pequenos animais da fazenda 4 vezes
110201,Alimente os pequenos animais da fazenda 8 vezes
110202,Alimente os pequenos animais da fazenda 12 vezes
110203,Colher 2 coxas de frango cru
110204,Colheita 2 de tonton cru
110205,Vá para a casa de amigos 3 vezes
110206,Vá para a casa de um amigo 5 vezes
110207,Jogue por 6 minutos em casa
110208,Jogue por 15 minutos em casa
