id,英文
110210,Adopt a new pet buddy!
110211,Buy any block building materials in the home shop
110212,Purchase any piece of home furniture in the home shop
110213,Buy any furniture series in the home shop
110214,Buy 10 green pepper seeds
110215,Buy 5 radish seeds
110216,Purchase 10 tiny earthstar seeds
110217,Plant 10 green pepper seeds
110218,Plant 5 radish seeds
110219,Plant 10 tiny earthstar seeds
110220,Sell ​​60 green peppers
110221,Sell ​​80 radishes
110222,Sell ​​10 milk
110223,Raise 2 cows
110224,Raise 4 tontons
110225,Raise 12 chickens
110226,Train attributes for any pet once
110227,Train attributes for any pet 3 times
110228,Set out to explore the plains
110229,Set out to explore the forest
110230,Set out to explore the hills
110231,Making wheat bread on the stove
110232,Make a cheese on the stove
110233,Making a cup of coffee on the stove
110234,Make a fruitwood plank at the workdesk
110235,Make 3 small wooden sticks at the workdesk
110236,Make a rough stone brick at the workdesk
110237,Harvest 100 green peppers
110238,Harvest 90 radishes
110239,Harvest 500 cauliflowers
110240,Buy 3 salt
110241,Buy 4 cows
110242,Purchase 20 bottles of energy water
110243,Feed the small animals in the ranch 4 times
110244,Feed the small animals in the ranch 8 times
110245,Feed the small animals in the ranch 12 times
110246,Harvest 5 raw chicken leg
110247,Harvest 4 of raw tonton
110248,Go to a friend's home 3 times
110249,Go to a friend's home 5 times
110250,Play for 6 minutes at home
110251,Play for 15 minutes at home
110252,Play for 30 minutes at home
110253,Adopt a new pet buddy!
110254,Buy any block building materials in the home shop
110255,Purchase any piece of home furniture in the home shop
110256,Buy any furniture series in the home shop
110257,Buy 15 barley seeds
110258,Buy 5 rapeseed seeds
110259,Buy 10 tiny earthstar seeds
110260,Plant 15 barley seeds
110261,Plant 5 rapeseed seeds
110262,Plant 10 tiny earthstar seeds
110263,Sell ​​60 green peppers
110264,Sell ​​80 radishes
110265,Sell ​​10 milk
110266,Harvest 200 barley
110267,Harvest 100 rapeseed
110268,Harvest 500 cauliflowers
110269,Raise 4 tontons
110270,Raise 4 cows
110271,Raise 12 chickens
110272,Train attributes for any pet once
110273,Train attributes for any pet 3 times
110274,Set out to explore the forest
110275,Set out to explore the hills
110276,Set out to explore the coast
110277,Making wheat bread on the stove
110278,Make a beef burger on the stove
110279,Making a cup of coffee on the stove
110280,Make 2 fruitwood planks at the workdesk
110281,Make 2 simple stairs at the workdesk
110282,Make a ceramic adobe at the workdesk
110283,Buy 5 salt
110284,Buy 6 cows
110285,Purchase 20 bottles of energy water
110286,Feed the small animals in the ranch 4 times
110287,Feed the small animals in the ranch 8 times
110288,Feed the small animals in the ranch 12 times
110289,Harvest 5 raw chicken leg
110290,Harvest 4 pieces of raw tonton
110291,Go to friends' homes 3 times
110292,Go to a friend's home 5 times
110293,Play for 6 minutes at home
110294,Play for 15 minutes at home
110295,Play for 30 minutes at home
110296,Adopt a new pet buddy!
110297,Buy any block building materials in the home shop
110298,Purchase any piece of home furniture in the home shop
110299,Buy any piece of furniture series in the home shop
110300,Buy 10 canistel tree seeds
110301,Buy 10 red sorghum seeds
110302,Buy 12 raspberry seeds
110303,Plant 10 red sorghum seeds
110304,Plant 6 canistel tree seeds
110305,Plant 12 raspberry seeds
110306,Sell ​​60 canistel
110307,Sell ​​200 peas
110308,Sell ​​10 milk
110309,Harvest 30 canistel
110310,Harvest 200 peas
110311,Harvest 400 peas
110312,Raise 4 tontons
110313,Raise 4 cows
110314,Raise 12 chickens
110315,Train attributes for any pet once
110316,Train attributes for any pet 3 times
110317,Set out to explore the forest
110318,Set out to explore the hills
110319,Set out to explore the mine
110320,Making wheat bread on the stove
110321,Make a fruit platter on the stove
110322,Making a cup of coffee on the stove
110323,Make two fruitwood planks at the workdesk
110324,Make 2 simple stairs in the workdesk
110325,Make a ceramic adobe at the workdesk
110326,Buy 5 salt
110327,Buy 6 cows
110328,Buy 30 glutinous rice balls
110329,Feed the small animals in the ranch 4 times
110330,Feed the small animals in the ranch 8 times
110331,Feed the small animals in the ranch 12 times
110332,Harvest 5 raw chicken leg
110333,Harvest 4 pieces of raw tonton
110334,Go to friends' homes 3 times
110335,Go to a friend's home 5 times
110336,Play for 6 minutes at home
110337,Play for 15 minutes at home
110338,Play for 30 minutes at home
110339,Adopt a new pet buddy!
110340,Buy any block building materials in the home shop
110341,Purchase any piece of home furniture in the home shop
110342,Buy any furniture series in the home shop
110343,Buy 10 cherry tree seeds
110344,Buy 10 blueberry tree seeds
110345,Buy 12 vine seeds
110346,Plant 6 cherry tree seeds
110347,Plant 6 blueberry tree seeds
110348,Plant 12 cherry tree seeds
110349,Sell ​​90 cherries
110350,Sell ​​100 blueberries
110351,Sell ​​10 raw tonton
110352,Harvest 90 cherries
110353,Harvest 200 strawberries
110354,Harvest 400 strawberries
110355,Raise 4 tontons
110356,Raise 4 cows
110357,Raise 12 chickens
110358,Train attributes for any pet 1 time
110359,Train attributes for any pet 3 times
110360,Set out to explore the forest
110361,Set out to explore the coast
110362,Set out to explore the sky island
110363,Making wheat bread on the stove
110364,Make a fruit platter on the stove
110365,Making a cup of coffee on the stove
110366,Make 2 fruitwood planks at the workdesk
110367,Make 2 simple stairs in the workdesk
110368,Make a rough stone brick at the workdesk
110369,Buy 5 salt
110370,Buy 6 cows
110371,Purchase 30 steamed buns
110372,Feed the small animals in the ranch 4 times
110373,Feed the small animals in the ranch 8 times
110374,Feed the small animals in the ranch 12 times
110375,Harvest 5 raw chicken leg
110376,Harvest 4 pieces of raw tonton
110377,Go to friends' homes 3 times
110378,Go to a friend's home 5 times
110379,Play for 6 minutes at home
110380,Play for 15 minutes at home
110381,Play for 30 minutes at home
110382,Adopt a new pet buddy!
110383,Buy any block building materials in the home shop
110384,Purchase any piece of home furniture in the home shop
110385,Buy any furniture series in the home shop
110386,Planting sesame seeds on the farm
110387,Planting lettuce seeds on the farm
110388,Planting beet seeds on the farm
110389,Planting barley seeds on the farm
110390,Planting sorghum on the farm
110391,Planting kale seeds on the farm
110392,Planting green pepper seeds on the farm
110393,Planting cauliflower seeds on the farm
110394,Planting leek seeds on the farm
110395,Planting red date tree seeds on the farm
110396,Planting cucumber seeds on the farm
110397,Planting barley seeds on the farm
110398,Planting coconut tree seeds on the farm
110399,Planting canistel tree seeds on the farm
110400,Planting pea seeds on the farm
110401,Planting blueberry tree seeds on the farm
110402,Planting strawberry seeds on the farm
110403,Planting pineapple tree seeds on the farm
110404,Planting cherry tree seeds on the farm
110405,Planting lingzhi seeds on the farm
110406,Planting colorful pepper seeds on the farm
110407,Harvest wheat on the farm
110408,Harvest aloe on the farm
110409,Harvest peanuts on the farm
110410,Harvest carrots on the farm
110411,Harvest sunflowers on the farm
110412,Harvest tea on the farm
110413,Harvesting sesame seeds on the farm
110414,Harvest lettuce on the farm
110415,Harvesting barley on the farm
110416,Harvesting sorghum on the farm
110417,Harvest green peppers on the farm
110418,Harvest cauliflower on the farm
110419,Harvest red dates on the farm
110420,Harvest barley on the farm
110421,Harvest canistel on the farm
110422,Harvest peas on the farm
110423,Harvest strawberries on the farm
110424,Harvest cherries on the farm
110425,Harvest colorful peppers at the farm
110426,Sell ​​wheat at any trader
110427,Sell ​​aloe vera at any trader
