id,德语
70745,Sammlungsfortschritt
70746,Online-Zeit.
70747,Ereignis-Gutscheine kaufen.
70748,Geschenk Energetic Firework X @1
70749,Halterung bekommen
70750,Bitte erhalten Sie @1 zuerst
70751,Freigeschaltete Gegenstände
70752,Jetzt entsperren
70753,Sofort synthetisieren.
70754,Entriegelung von Requisiten können in der MOUNT CARD-Zeichnungsmaschine erhalten werden. (Geeignete Unterhaltung und rationaler Konsum)
70755,@Null@
70756,@Null@
70757,@Null@
70758,@Null@
70759,@Null@
70760,@Null@
70761,@Null@
70762,@Null@
70763,@Null@
70764,@Null@
70765,@Null@
70766,@Null@
70767,@Null@
70768,@Null@
70769,@Null@
70770,@Null@
70771,@Null@
70999,@Null@
71001,Teilen und gewinnen Belohnungen mit Mini Surprises
71002,#c657476Event Periode:#n#c0aaa1afResets jeden Montag#n
71003,Insgesamt teilt diese Woche: #c0aaa1a@1Tag(e)#n
71004,Teilen Sie mit Freunden und erhalten täglich Bonus
71005,"1. Veranstaltung setzt am Ende jeder Woche: Resets am Montag #r2. Ihr erster Anteil wird täglich auf die tägliche Aktienanzahl hinzugefügt werden, sobald sie die erforderlichen Zählungen erreicht, werden Sie die entsprechenden Belohnungen freischalten. Die Fortschritte werden jeden Montag. #r3 zurückgesetzt. Erhalten 7 Täglich Anteil Count für die Woche der endgültige Belohnung zu entsperren."
71006,Täglich zuerst anzunehmen
71007,Benachrichtigung
71008,@Null@
71009,@Null@
71010,@Null@
71011,@Null@
71012,@Null@
71013,@Null@
71014,Anfängerbonus
71015,Nur für kurze Zeit Rabatte
71016,gemeinsame Geschenke
71017,"Klassische Haut, befristetes Angebot"
71018,Vorteil: Gültig für 9 Tage für neue Kontoerstellung Spieler
71019,"Beliebte Mounts, exklusive Rabatte"
71020,Vorteil: Gültig für 9 Tage für neue Kontoerstellung Spieler
71021,(Countdown zum Event: #c03fea@1#n)
71022,"Klassische Haut, befristetes Angebot"
71023,Vorteil: Gültig während der Veranstaltungsdauer
71024,"Beliebte Mounts, exklusive Rabatte"
71025,Vorteil: Gültig während der Veranstaltungsdauer
71026,Hauptpreis
71027,Kumulierte 1 Tag
71028,Kumulierte 3 Tage
71029,Kumulierte 5 Tage
71030,Kumulierte 7 Tage
71031,"@1mount@2 abgelaufen ist, hat die Halterung gelöscht"
71032,Uhren Angebote kostenlos beleben
71033,Erhalten hervorragendes Überleben Artikel
71034,"Weiter zu erkunden, ohne irgendwelche Gegenstände zu fallen"
71035,Heiß
71036,Neu
71037,Bitte geben Sie die Mobiltelefonnummer auf das Konto gebunden
71038,Bitte geben Sie die E-Mail-Adresse an das Konto gebunden
71039,Regeln
71040,"1. Für Spieler Teilnahme an der Veranstaltung, einige Skin im Shop werden zeitlich begrenzte Angebote haben;#r
2. Nachdem das Ereignis vorbei ist, wird der diskontierte Haut auf den ursprünglichen Preis zurückzusetzen, nicht auf das Angebot verzichten,#r
3. Weitere spannende Boni werden in Zukunft zur Verfügung stehen, so stay tuned!"
71041,"Garantierte Hautsplitter x 1 und eine zufällige Belohnung von unten: Permanent Haut oder Hauttestkarte x 1 (@1, @2, @3, @4)"
71042,Öffnen Sie Geschenkpackung?
71043,Menge #c0aaa1a@1#n
71044,(zusätzliche Belohnung #c0aaa1a@1#n)
71045,Einmal Kauf #c0aaa1a@1 und Get @2#n
71046,Garantiert
71047,dauerhaft
71048,Versuch
71049,Jetzt benutzen
71050,Öffnen Sie später
71051,Bitte erhalten Sie zuerst einen Niedrigniveau
71052,@1: bereits besessen
71053,Glückswert
71054,"Je höher der Glückswert, desto größer ist die Chance, eine dauerhafte Haut zu bekommen; Wenn der Glückswert voll ist, werden Sie sicherlich eine dauerhafte Haut bekommen."
75000,@Null@
75001,Wochenend-Zeit-Geschenk-Packung
80000,@Null@
80001,@Null@
80002,Sternreise
80003,Miras
80004,Flamas
80005,Horas
80006,Strom
80007,Sterneinführung.
80008,"Ein wunderschöner Stern mit vielfältiger Ökologie und reichen Ressourcen; Es hat eine lange Geschichte und ist seit der Antike die Wiege der Abenteurer. #r#rGefahrenstufe:#c0aaa1alow#n#rTeleporter-Anforderungen: #c0a7feflevel 1#n#r#r Aktiviere die Konsole, danach nimm den nahegelegenen Teleporter, um zu reisen"
80009,"Ein heißer Stern voller Magma und gefährlicher Kreaturen. Der Legende nach nehmen riesige Monster das Zentrum des Sterns ein. #r#rGefahrenstufe:#cfa7a0fmedium#n#rTeleporter-Anforderung:#cfa7a0flevel 2#n#rReisevorschläge:#cef2d2dKlima ist heiß#n, es wird empfohlen, einen feuerfesten Rucksack vorzubereiten#r#r. Gehen Sie zum Stern, müssen Sie #c0aaa1aUpgrade Component Type A#n verwenden, um den Teleporter zu aktualisieren (es wird gemunkelt, dass Synthesematerial auf der Ebene der schwimmenden Insel zu finden ist)"
80010,"Star mit dünner Atmosphäre, Nächte das ganze Jahr über. #rDie biologischen Ressourcen auf dem Stern sind knapp, aber es wird gemunkelt, dass viele harte, hochwertige Mineralien vergraben sind.#r#r Gefahrenstufe: #cef2d2dHigh#n#r Teleporter-Anforderung: #cfa7a0flevel 2#n#rReisehinweise : #cef2d2dOxygen is Knapp#n, es wird empfohlen, eine Sauerstoffmaske vorzubereiten#r#r, um zum Stern zu gelangen, Sie müssen #c0aaa1aUpgrade Component Type A#n verwenden, um den Teleporter zu aktualisieren auf der Ebene der schwimmenden Insel gefunden)"
80011,Losfahren!
80012,"Bitte nehmen Sie den nahe gelegenen Teleporter, um die Sternereise zu starten"
80013,@1-@2@3station
80014,Wählen Sie das Ziel der Teleportation aus
80015,"Ort: @1, Height@2"
80016,Kosten:
80017,Switch-Star
80018,Senden
80019,Star Station ist aktiviert
80020,Bitte wählen Sie das Ziel aus
80021,Site auswählen.
80022,StarLink wurde geöffnet und bereitet sich auf das Senden vor
80023,Ziel: @1
80024,Countdown: @1
80025,Teleportation Pause
80026,Schließen Starlink
80027,Weiter teleportieren.
80028,Star Station Energy ist nicht aktiviert
80029,"Die aktivierte Konsole fehlt, bitte verwenden Sie den Energiekern, um die nahe gelegene Konsole zu aktivieren"
80030,StarLink ist abnormal und Teleportation wird unterbrochen
80031,Die Zielseite ist nicht aktiviert und die Teleportation ist fehlgeschlagen
80032,"Das Niveau des Teleporters reicht nicht aus, bitte verwenden Sie die Upgrade-Komponenten, um den Teleporter zuerst zu aktualisieren"
80033,Sie sind erfolgreich bei @1 angekommen
80034,Sie wurden von StarLink zum unbekannten Ort von @1 übermittelt
80035,Erfolge aktualisieren! Sie können in der Teleportationspold zu mehr Sternen reisen!
80036,Dreiecktür
80037,Unbekannter Ort.
80038,Unbekannt
80039,"Der Teleporter ist benutzt, bitte versuchen Sie es später erneut"
80040,"Die Aktivierung ist erfolgreich, Sie können mit dem Reisen in den nahe gelegenen Teleporter ~ anfangen ~"
80041,Diese Aktion kann nicht im Teleporter durchgeführt werden
80100,@Null@
80101,Heroes 'stele.
80102,"Heilige Früchte von miras #r
Helds Schwert von Flamas #r
Weisheit Steinauge aus Horus #r
Diese drei Tasten lösen die heilige Kraft von Mira frei, und der böse Schatten zeigt sein wahres Selbst"
80103,Stele des Mutes
80104,"Furchtlose Helden kämpfen böse und schützen ihr Zuhause #r
Das Schwert des Sieges wurde heilig und fiel in das Land der Flammen #r
Behemots sind verschanzt und besetzen die Schätze der Welt"
80105,Stele der Weisheit
80106,"Der Held versiegelt das Void-Trio, und die Schatten des Bösen entkamen überall #r
Der weise Mann setzt das Auge von Magie und überwacht die unbewohnte Wildnis, die nach versteckten schwarzen Schatten #r sucht
Platzieren Sie Diamanten, Malachit, Horas Kupfer und Horas Graviti um die Horas Stone-Statue, um das Auge der Magie aufzurufen"
80107,Auf der Suche nach der alten Stadt der Flammen
80200,@Null@
80201,"Koordinaten: (#ca16b00@1, @2)"
80202,Höhe: #ca16b00@1
80203,Tag #ca16b00@1#n
80204,Platzierte Markierung #ca16b00@1/@2
80205,Für andere Spieler sichtbar
80206,Andere Spieler können Ihren Standort auf der Karte sehen
80207,Andere Spieler können Ihren Standort auf der Karte nicht sehen
80208,Marker
80209,Markierung hinzufügen
80210,Name
80211,Höhle
80212,Zutat
80213,Material
80214,Anlage
80215,Erz
80216,Bett
80217,Zuhause
80218,Muster
80219,Spur
80220,Löschen
80221,Tracking abbrechen
80222,OK
80223,Respawn-Punkt
80224,Letzter besiegter Punkt
80225,Aktivierte Sternenstation
80226,Horas-Marker
80227,Boss
80228,Portal
80229,Gebrochenes Flammenschwert
80230,Standort des Spielers
80231,So fügen Sie Markierungen hinzu
80232,"Klicken Sie auf einen leeren Bereich, um die Markierungsseite anzuzeigen. Sie können das Muster und den Namen der Markierung festlegen."
80233,"Sie haben das Markierungslimit erreicht. Löschen Sie eine weitere Markierung, um eine weitere hinzuzufügen."
80234,Markierter Punkt @1/@2
85000,@Null@
85001,@Null@
85002,Bieten Sie Sterne * 1 an
85003,Verlassen
85004,Respawn-Punkt erfolgreich gespeichert
85005,Unzureichende Anzahl von Sternen
85006,Mystery-Statue
85007,"Home Location wurde gespeichert, es muss nicht reaktiviert werden"
85010,Sternstationskonsole.
85011,"Piepton ... Piep ..., Hallo Abenteurer, das ist die Sternstationskonsole.
Sie können den gewünschten Dienst im Menü auf der rechten Seite auswählen."
85012,Überprüfen Sie den Zustand des Geräts
85013,Rekord Home Location.
85014,Stars Reiseführer anzeigen
85015,"Aktueller Konsolenzustand -----------@1
Die Anzahl der aktuell verbundenen Teleporter ist ------@2
Kartenstandortmarkierungsfunktion ---------@3"
85016,Aktiviert
85017,Nicht aktiviert
85018,Einschalten
85019,Ausschalten
85020,@1MAP Standortmarkierungsfunktion
85021,Zurück zum Hauptmenü
85022,"Piep...! Die Kartenmarkierungsfunktion ist @1!
Der Status des Sternstationsmarkierungsstatus wurde in Ihrer Minidap aktualisiert.
Hinweis: Bis zu zehn Sterne-Stationen können auf der Minidap markiert werden."
85023,"Piepton ... bo ...! Es verbraucht nur einen Stern, um die Koordinaten des Heimatortes auf dieser Website aufzunehmen."
85024,[Verbrauch von Sternen * 1] Notieren Sie sich den Ort Ihres Hauses
85025,"BO ...! Vielen Dank für die Sterne, der Standort Ihres Hauses wurde in diesem Bahnhof erfolgreich aufgenommen!
Wenn Sie in der Zukunft in Not sind, können Sie das Abenteuer wieder von dieser Station beginnen."
85026,Standortinformationen der Broadcast-Sternstation
85027,"Ich bin am Sternstation @1, die Koordinaten (@2) höhe @3"
85030,Respawn-Statue.
85031,"Bieten Sie mir die Sterne an, und die Kraft der Kreativität führt Ihren Weg wieder nach Hause. --- Wenn ich die Statue berührt habe, spiegelte sich eine Stimme in meinem Kopf."
85032,"""Hast du noch zusätzliche Sterne? Ich werde meine Macht mit dir austauschen.""
 --- Wenn ich die Statue berührte, klingelte die Stimme des alten schwarzen Drachen in meinem Kopf."
85033,"""Schnell, gib mir die Sterne! Ich kann dir helfen, wenn du versage.""
 --- Wenn ich die Statue berührt habe, schien ich den Klang des Chaos Black Dragon zu hören."
85034,"""Sterne ... ich brauche Sterne ...""
 --- Wenn ich die Statue berührt habe, schien ich das Verlangen von Magma Black Dragon zu hören."
85035,"""Bieten Sie mir Sterne an, und möge Sie für immer die Kraft der Kreation führen.""
 --- Wenn ich die Statue berührt habe, spürte ich die Kraft des Riesen."
85036,Bieten Sie einen Stern an
85037,Lass mich wieder nachdenken
85038,"Nachdem Sie die Sterne anbieten, spüren Sie die Verbindung mit der Statue, und die Stimme in Ihrem Kopf verblasst allmählich ...
In Zukunft wird Ihr Abenteuer von der Position dieser Statue neu gestartet."
85039,Verlassen
85500,@Null@
85600,@Null@
85601,Niederlage void phantom - Eile
85602,Vulkanaltar.
85603,"Das Void-Phantom musste durch die heilige Macht erscheinen, schnell besiegen!"
85604,Verfolgen Sie das fliehende Leere-Phantom
85605,Vulkanische Ebene
85606,"Void Phantom ist verletzt und flieht, um sich wieder zu verbergen und die Kraft wiederzuerlangen, nutzen Sie das schnell und verfolgen Sie es!"
85607,"Wer wagt es, meine Pläne zu stören!"
85608,Vorerst ... Retreat ...
85609,Gib auf! Herausforderer! Ich werde nicht gehen!
85610,Gehorcht mir! Der große Herr der Flammen!
85611,Gehorcht mir! Der majestätische alte Koloss!
85612,Hat es danach versagt ... meine Leere Macht ...
85613,Besiege das Void Phantom - Macht
85614,Vulkanische Ebene
85615,"Das Void-Phantom nahm mehr vulkanische Macht ab und versuchte wieder in den Boden zu tauchen, was die Energie des Planeten absorbierte und dann ein Comeback machte. Stopp ihn!"
85616,"Gib mir deine Energie, Challenger"
85617,Gib mir die Kraft des Lebens! Meine Gläubiger!
86000,@Null@
86001,Der Futtertrog ist voll!
86002,Fülle nur mit entsprechendem Futter
86003,Futtertrog kann nur mit Graszufuhr oder Fleischfutter gefüllt werden
86004,"Miras ist wirklich ein reicher Planet, Sie können zu meinem Planeten kommen, wenn Sie eine Chance haben"
86005,Floating Island Plains.
86006,"Die Kraft des Lichts ist zu stark, und der menschliche Körper kann in kurzer Zeit nicht zu viel Lichtstärke standhalten."
86007,Festival Mall.
86008,Festival Mall #c0aba1d (@1- @2 Limited Time Open) #n
86009,Wie bekomme ich den festlichen Blumenball?
86010,"· Im Abenteuer finden Sie #c0aba1d Laterne Riddle Bird #n, schätze seine Rätsel, und bekomme festliche Blumenkugeln #r #r · isst #c0aba1d festliche Mooncake #n, es gibt eine gewisse Chance, festliche Blumenkugeln #r #r zu bekommen · Leuchten Sie #c0aba1d festliche Laterne #n Deaktivieren Sie das Lunar Eclipse-Event, erhalten Sie einen festlichen Blumenball"
86011,Festlicher Blumenkugel
86012,"Tengu wird den Mond heute Abend verschlingen, die Laterne benutzen, um ihn wegzutreiben!"
86013,"Tengu erfolgreich mit der festlichen Laterne erschreckt, haben Sie die Belohnung vom Mondgott erhalten"
86014,"Tengu hat den Mond erfolgreich gegessen, Sie haben eine dunkle Nacht verbracht"
86015,"Laterne Rätselvogel, glücklich links und verließ den festlichen Blumenball"
86016,Einige Freunde raten Laterne Rätsel
86017,Der Laterne Rätselvogel wurde in eine Rauchwolke und linke
86018,"Hey! Ein Berli fuhr den Vogel weg, warte auf dich."
86019,"Betroffen vom Tengu Eclipse Moon, der vorübergehend nicht schlafen kann"
86020,"Hush Hush, dein Freund, antwortet die Frage, stört ihn nicht."
86021,Steig aus dem Bett
90000,@Null@
90001,Abgeschlossen
90002,In Bearbeitung
90003,Nicht freigeschaltet
90004,Voraussetzung: @1
90005,Belohnung:
90006,Folgen
90007,"Klicken Sie auf die Task-Taste rechts, um die Belohnung zu erhalten"
90008,Belohnung wurde automatisch ausgegeben
90009,Sie erhalten @1
90010,Abgeschlossen
90011,Sammeln
90012,Folgen
90013,Erreichen
90100,@Null@
100001,Gegenstand
100002,Bogen
100003,Bewerfen
100004,Schusswaffe
100005,Waffe
100006,Ausrüstungen
100007,Essen
100008,Futter
100009,Pflanze
100010,Ressource
100011,im Aufbau
100012,Materialien
100013,Möbel
100014,Dekorationen
100015,Block
100016,Landform
100017,Celesthium-Gerät
100018,Spezieller Block
100019,Spezielles Diverses
100020,Spezielle Ernte
100021,Spielauswahl
100022,Kreatur
100023,Maschine
100100,@Null@
100101,Frucht im Garten
100102,Teilesammlung durch das Event
100103,Teilesammlung durch das Laternenfest
100104,Teilesammlung durch das Erntedankfest
100105,Teilesammlung durch das Frühlingsfest
100106,Kaufe mit Mini Bohnen
100200,@Null@
100201,#LSecurity Verification
100202,Öffnen Sie nach dem Einstellen des Passworts
100203,Öffnen Sie nach der Bindung abgeschlossen
100204,"Nachdem die Sicherheitsüberprüfung eingeschaltet ist, müssen Sie eine der gebundenen Optionen überprüfen, wenn Sie zum ersten Mal auf anderen Geräten anmelden."
100205,Anmeldebestätigung
100206,"Bitte überprüfen Sie die Login um sicherzustellen, dass Ihr Konto sicher ist."
100207,Mobile Verification
100208,E-Mail-Verifizierung
100209,unlink
100210,E-Mail-Verknüpfung aufheben
100211,Mobile Verknüpfung aufheben
100212,"Sie müssen Ihre E-Mail überprüfen, zu entkoppeln. Sie können eine andere E-Mail nach dem Aufheben der Verknüpfung binden."
100213,"Sie benötigen eine Handy zu überprüfen, zu entkoppeln. Sie können ein anderes Mobil binden nach dem Aufheben der Verknüpfung."
100214,unlink erfolgreich
100215,Unlink fehlgeschlagen. Bitte überprüfen Sie Ihre E-Mail und Verifizierungscode.
100216,Unlink fehlgeschlagen. Bitte überprüfen Sie Ihre Handy-Nummer und Bestätigungscode.
100217,Überprüfung fehlgeschlagen. Bitte überprüfen Sie Ihre E-Mail und Verifizierungscode.
100218,Überprüfung fehlgeschlagen. Bitte überprüfen Sie Ihre Handy-Nummer und Bestätigungscode.
100219,Mini-Welt Verification Code für die Login
100220,"[Mini World] Prüfcode: @1. Sie führen Login Überprüfung ist der Bestätigungscode für 1 Stunde gültig. Sie nicht Ihr die Kontoinformationen zu anderen teilen Sicherheit zu gewährleisten. Wenn es nicht Ihr Betrieb ist, fügen Sie es in der Zeit ändern.



--------------------------------------
Wenn Sie Hilfe benötigen, kontaktieren Sie bitte Kundenservice: miniworldcustomerservice@gmail.com"
100221,"[Mini World] Prüfcode: @1. Sie führen Login Überprüfung ist der Bestätigungscode für 1 Stunde gültig. Sie nicht Ihr die Kontoinformationen zu anderen teilen Sicherheit zu gewährleisten. Wenn es nicht Ihr Betrieb ist, fügen Sie es in der Zeit ändern.



--------------------------------------
Wenn Sie Hilfe benötigen, kontaktieren Sie bitte Kundenservice: miniworldcustomerservice@gmail.com"
100222,Mini Welt: Bond Bestätigungscode
100223,"[Mini World] Prüfcode: @1. Sie führen Login Überprüfung ist der Bestätigungscode für 1 Stunde gültig. Bitte überprüfen Sie noch einmal, wenn der Bestätigungscode abläuft.


--------------------------------------
Wenn Sie Hilfe benötigen, kontaktieren Sie bitte Kundenservice: miniworldcustomerservice@gmail.com"
100224,"[Mini World] Prüfcode: @1. Sie sind verbindlich Ihr Handy. Der Bestätigungscode ist für 1 Stunde gültig. Bitte überprüfen Sie noch einmal, wenn der Bestätigungscode abläuft.

"
100225,Mini-Weltverifizierungscode für unlink
100226,"[Mini World] Prüfcode: @1. Sie sind unverbindlich Ihre E-Mail. Der Bestätigungscode ist für 1 Stunde gültig. Sie nicht Ihr die Kontoinformationen zu anderen teilen Sicherheit zu gewährleisten. Wenn es nicht Ihr Betrieb ist, fügen Sie es in der Zeit ändern.
--------------------------------------
Wenn Sie Hilfe benötigen, kontaktieren Sie bitte Kundenservice: miniworldcustomerservice@gmail.com"
100227,"[Mini World] Prüfcode: @1. Sie sind verbindlich Ihr Handy. Der Bestätigungscode ist für 1 Stunde gültig. Sie nicht Ihr die Kontoinformationen zu anderen teilen Sicherheit zu gewährleisten. Wenn es nicht Ihr Betrieb ist, fügen Sie es in der Zeit ändern."
100228,Security Verification
100229,"Um Ihr Konto die Sicherheit zu gewährleisten, überprüfen Sie bitte zuerst."
