id,西班牙语
100660,"Descripción: Haga clic con el botón derecho en la página de inicio de la mascota, haga clic en entrenar, seleccione cualquier mascota, agregue materiales de capacitación y haga clic en el botón de entrenar [esta capacitación debería aumentar el valor de la habilidad]"
100661,"Descripción: Haga clic con el botón derecho en el capitán de la aventura de mascotas para abrir el menú de aventuras, seleccione un mapa de aventuras, agregue mascotas y comida de aventura (si es necesario, agregue accesorios de transporte) y puede comenzar la aventura."
100662,Descripción: haz clic derecho en el artesano doméstico para abrir el menú de manualidades para construir y fabricar muebles y recursos.
100663,"Descripción: Solo cuando ingresa al modo de edición de inicio, puede construir una casa libremente."
100664,"Ahora que ha aprendido todo lo que necesita saber sobre el hogar, ¡depende de usted cómo desea construir su propio hogar exclusivo!"
100665,Meimei-La conejita
100666,Menores de 8 años
100667,9-12 años
100668,"Oye, ¿has jugado alguna vez a ""Mini World""?"
100669,Soy un novato que necesita orientación.
100670,enséñame a jugar
100671,saber jugar un poco
100672,Jugué juegos similares y me familiaricé con los conceptos básicos.
100673,soy un experto
100674,¡Déjame crear un mundo!
100675,¡Prueba el modo multijugador! Jugar juntos será más divertido
100676,Haz clic en Multijugador
100677,¡Elige un mapa de tu elección y comienza a jugar!
100678,Juega esto
100679,%s está jugando
100680,¡Felicitaciones por completar el tutorial! ¡Entonces juega tu juego favorito!
100681,Haga clic en la pantalla para continuar %ds
100682,Crear direcciones de mapa
100683,"Aquí puede crear un mapa, puede elegir entre tres modos."
100684,Modo de supervivencia
100685,Encuentra recursos para ti
100686,Ser creativo
100687,Recursos ilimitados
100688,La tienda se puede configurar
100689,Más herramientas de creación rápida
100690,Iniciar mi archivo guardado:%d
100691,Archivos guardados para descargar:%d
100692,Use mini monedas para comprar más ranuras de ahorro
100693,Existe un límite en la cantidad de mapas que puede guardar.
100694,"Después de crear el mapa, puede cargarlo y compartirlo con otros jugadores."
100695,Comparte tu creación
100696,Obtener comentarios de los jugadores
100697,Los mapas de alta calidad pueden generar ingresos y soporte de tráfico
100698,Yo entiendo
100699,Complete su información básica
100700,13-16 años
100701,17 años o mayor
100702,Edad
100703,"#cFF0000Si la conversación implica agregar amigos, contraseñas de cuenta, transferencias de pago, obsequios y otro contenido relacionado, permanezca atento y preste atención para proteger la seguridad de su propiedad"
100704,"#L#c0000FFChaga clic para ver casos de fraude, aprender conocimientos y tener cuidado de no ser engañado."
100705,Elija la piel que le gustaría probar.
100706,Elige el tipo de juego que más te guste
100707,Te recomendaremos según tus preferencias.
100708,Elige la skin que más te guste
100709,Felicitaciones por obtener la skin de prueba
100710,Simulación
100711,Supervivencia aventura
100712,Juego de rol
100713,Carrera
100714,Deportes
100715,Renunciar a regañadientes
100716,Obtener respuesta
100717,"Para comprender mejor sus preferencias y recomendar contenido de alta calidad, responda algunas preguntas breves y la máscara de demostración será suya."
100718,%s-Pruébalo durante%s días
100719,%s (permanente)
100721,@Null@
100722,@Null@
100723,@Null@
100724,@Null@
100725,@Null@
100726,@Null@
100727,@Null@
100728,@Null@
100729,@Null@
100934,@Null@
100935,Configuración de la página
100936,Mostrar el ratón cuando se activa
100937,La versión móvil lanza el control del reproductor
100938,Cerrar cuando se abre una nueva página
100939,Nivel
100940,Estado de la página
100941,Contenido
100942,Cambiar el patrón
100943,Alinear
100944,Alinear con el componente principal
100945,Formato de la fuente
100946,Color de la fuente
100947,Tamaño de la fuente
100948,Capa
100949,Transparencia
100950,Mostrar un subconjunto que exceda el marco del componente
100951,Asociar
100952,Establecer la asociación
100953,Asociar con el componente principal
100954,Método de zoom
100955,Configuración del estado de la página del componente
100956,Estado de la sincronización
100957,Tecla de acceso directo
100958,Restricciones de entrada
100959,Ajustes de nivel
100960,Guardar como plantilla
100961,Ajustar a la parte inferior del componente
100962,Ajustar a la parte superior del componente
100963,Convertirse en un subconjunto de
100964,Guardar y salir
100965,Autoguardado completo
100966,Añadir disparador
100967,Seleccionar componente
100968,Subcomponentes añadidos como componentes seleccionados o componentes base
100969,Entrada de adición rápida
100970,Caja de entrada
100971,Recibir la entrada del jugador
100972,"Por favor, guarde la plantilla en el panel base"
100973,¿Está seguro de eliminar esta plantilla?
100974,Añadir componentes
100975,Plantilla oficial
100976,Plantilla personalizada
100977,Componentes básicos
100978,Transmitir mensajes de texto
100979,Viene con retroalimentación interactiva
100980,La operación es muy frecuente
100981,Función en la esquina superior derecha
100982,"No se admite la duplicación de los nombres de los estados de las páginas. Por favor, cambie el nombre."
100983,"Importado correctamente, Porfavor ver en el mapa actual"
100984,"Confirme los elementos seleccionados que se copiarán (actualmente no se pueden copiar los activadores, se admitirán en la versión futura)"
100985,Éxito de la sincronización del estado
100986,Estado de nueva página
100987,Espaciado horizontal fijo
100988,Espaciado izquierdo fijo
100989,Espaciado derecho fijo
100990,Espaciado vertical fijo
100991,Espaciado superior fijo
100992,Espaciado inferior fijo
100993,Eliminar el estado de la página actual y volver al estado de la página anterior
100994,Sin entrada de texto
100995,UI en el juego
100996,Señalado
100997,Página básica
100998,"Eliminar componentes, Todos los componentes secundarios se eliminarán juntos"
100999,UI Editor
101000,Biblioteca de UI
101001,Nombre de la Biblioteca de UI
101002,"No hay una biblioteca de UI por el momento, ¡ve al mapa para construir una!"
101003,Seleccione la biblioteca de UI primero
101004,#c515555 Seleccione: #n #cff0000 @1 #n
101005,"¿Desea sincronizar la siguiente IU con la biblioteca principal?, si la biblioteca principal tiene la IU seleccionada existente, se sobrescribirá. Si no, se añadirá a la biblioteca."
101006,"Hay bibliotecas de UI existentes en el mapa actual, puede optar por sobrescribir por lotes u omitir estas bibliotecas de UI."
101007,Orden por defecto
101008,Recientemente modificado
101009,¿Confirmar la eliminación de esta biblioteca de IU?
101010,Evalúe la modificación en el mapa actual.
101011,Necesita ingresar al archivo para crear una biblioteca de IU
101012,¡No se puede crear una nueva biblioteca de IU en el modo Creación!
101013,¡Necesita ingresar al archivo para editar la biblioteca de UI!
101014,Las bibliotecas de UI no se pueden editar en el modo Creación.
101015,No se pueden crear nuevas bibliotecas de UI en el mapa de la plantilla
101016,Componentes
101017,Ventana
101018,"¡Por favor, seleccione el componente!"
101019,Barra de Salud
101020,Mini mapa
101021,Inventario
101022,Panel de control
101023,Patrón
101024,Texto
101025,Botón
101026,Plantilla base
101027,Imagen de fondo
101028,Palabra
101029,Borde
101030,(La evolución de la mascota puede mejorar el límite de atributos)
101031,¿Deseas guardar el resultado de este entrenamiento?
101032,"Los resultados del entrenamiento no se guardan por defecto, recuerda guardar los atributos que te gustaron."
101033,Intenta nuevamente
101034,¡Éxito en el reemplazo de atributos!
101035,"El resultado del entrenamiento actual está por debajo de los atributos originales, ¿Está seguro de que desea guardarlo?"
101036,"El resultado del entrenamiento actual aumenta los puntos de habilidad de la mascota, ¿Estás seguro de que quieres volver a intentarlo?"
101037,Puntos de habilidad
101038,No hay registros de entrenamiento previo de mascotas
101039,Error de operación
101040,Los atributos están completos
101041,Sembrando trigo en la parcela.
101042,Sembrando arroz en la parcela.
101043,Cosecha de trigo en la parcela
101044,Plantar y cosechar zanahorias en la parcela.
101045,Crianza de la vaca en el rancho
101046,Crianza del cerdo en el rancho
101047,Alimentar pequeños animales en el rancho
101048,Ve al rancho y consigue el pollo
101049,Ve a la estufa y prepara el arroz
101050,Ve a la estufa y prepara el jugo de sandía
101051,Ve a la mesa de trabajo y prepara Tablas de frutal usando Madera de Frutal
101052,Ve a la mesa de trabajo y haz papel usando caña de azucar
101053,"Entra al modo editor del hogar, coloca muebles"
101054,Aventura en el mapa del bosque
101055,Aventura en el mapa llano
101056,Ve a visitar el hogar de tus amigos
101057,Encuentra al comerciante del Rancho para comprar una Vaca
101058,Vende la naranja a cualquier comerciante
101059,Vende la leche al comerciante del Rancho
101060,Encuentra al comerciante agrícola
101061,Encuentra a la cocinera de la casa para comprar algo de sal
101062,Juega 5 Minutos en tu casa
101063,Juega 10 Minutos en tu casa
101064,Usa un Dulce de Hada para entrenar los atributos de tu mascota
101065,Usa un Dulce de Hada para entrenar los atributos de tu mascota
101066,Planta un arbol de fruta en la parcela
101067,Planta una caña de azucar en la parcela
101068,Planta y cosecha una sandía en la parcela
101069,Planta y cosecha arboles de fruta en la parcela
101070,Encuentra al comerciante del Rancho para comprar un cerdo
101071,Cria al cerdo en el rancho
101072,Alimentar pequeños animales en el rancho
101073,Ayuda a la cocinera de la casa a conseguir el pollo volador en el rancho.
101074,Ve a la estufa y prepara Bistec Asado
101075,Ve a la mesa de trabajo y haz vidrio usando arena
101076,"Entra al modo editor del hogar, coloca muebles"
101077,Aventura en el mapa de la colina
101078,Ve a visitar la casa de tus amigos
101079,Encuentra al comerciante agrícola para comprarle unas semillas de Sandía
101080,"El comerciante del Rancho necesita ayuda, ayudale a comprar sal"
101081,juega 15 Minutos en tu casa
101082,"Consigue 3,000 Monedas de la Casa vendiendo cultivos"
101083,Vende el Bistec al comerciante del Rancho
101084,Adopta a una nueva mascota de compañia!
101085,Compra una serie de muebles en la tienda del hogar.
101086,Compra un mueble en la tienda de casa
101087,¡Limpia un mapa de llanuras en 8 horas!
101088,¡Limpia un mapa forestal en 16 horas!
101089,Incrementa 50 puntos de atributo de cualquier mascota
101090,"El comerciante Agrícola quiere un cafe, ayudale a preparar uno en la cocina"
101091,Producir dos piezas de materiales para el hogar / construcción
101092,"Consigue 10,000 Monedas de la Casa vendiendo cultivos"
101093,Vendió 10 naranjas a Darwin
101094,Tareas Diarias
101095,"Consejo: Actualiza las tareas diarias @1 vez cada día, Completadas actualmente (#c0aaa1a @2 #n / @3) veces, has abandonado (#c0aaa1a @4 #n / @5) veces"
101096,Pista
101097,Abandonar la tarea
101098,"¿Quieres abandonar esta tarea? Después de abandonar, la tarea desaparecerá."
101099,Continuar la tarea
101100,Esta tarea no se puede abandonar
101101,Esta tarea ha sido abandonada
101102,Las tareas diarias completadas han alcanzado el límite superior
101103,Se superó el límite de abandono
101104,¡Felicidades! ¡Las tareas de hoy se han completado!
101201,@Null@
101202,Cuenta regresiva del grupo de recompensas
101203,Registro de lotería
101204,Fragmento de la reserva de recompensas actual
101205,Recompensa
101206,Seleccione una lista
101207,Nombre de la recompensa
101208,Tiempo de la recompensa
101250,@Null@
101251,Bono de desfile
101252,Estación de ventilación
101253,Acción misteriosa
101300,@Null@
101301,Paquete de regalo de los guardianes
101302,Ha asistido hoy
101303,Asistir a la Guardia
101304,Activar al Guardián
101305,Recoger recompensa
101306,Cielo
101307,Actualmente no se puede asistir
101308,Ganar recompensa
101309,Reglas del evento
101310,"1: El evento Crecimiento de la Guardia durará 7 días después del lanzamiento, y puedes recibir un gran número de recompensas después de 7 días \n 2: Todos los viernes, sábados y domingos puedes asistir a la guardia \n 3: Después de asistir con éxito, puedes obtener más recompensas"
101311,Poder de Estrella:
101312,Felicidades por conseguir las siguientes recompensas
101313,"Comienza el plan del guardián, puedes conseguir muchas recompensas después de 7 días"
101314,Vigilando el crecimiento????????????????????????????
101315,"Todos los viernes, sábados y domingos puedes ayudar a vigilar"
101316,El plan de guardián ha terminado
101317,"Ayuda a vigilar, para obtener  más recompensas"
101318,"Comienza la guardia de crecimiento, \n obtendrás muchas recompensas después de que termine la guardia"
101350,@Null@
101351,Tesoro Nacional Restablecido
101400,@Null@
101401,Carnaval
101402,@Null@
101403,@Null@
101404,@Null@
101405,@Null@
101450,@Null@
110000,Festival de creación
